,label,text
1811,0.0,"Máy đẹp, chụp ảnh, quay phim màu sắc chân thực, rất đẹp.Tuy nhiên, pin dùng ko đc lâu lắm mà sạc pin cực lâu phải hơn 3h mới đầy. Có lần pin còn 10% mình cắm sạc và xem youtube, được một lúc thì máy sập nguồn luôn do sạc pin ko kịp với hao pin?"
1812,1.0,Sản phẩm mới mua và dùng thấy pin trâu k lắc chơi game tốt k bị lắc nhắn tin nhanh bắt sống tốt lên mạng FB Zalo tốt 
1813,0.0,"Tôi restore các ứng dụng từ máy cũ sang, danh bạ nhập tốt, một số ứng dụng restore được như: yoosee, virber, zalo... tuy nhiên không thấy biểu tượng xuất hiện trong màn hình chờ, nên không thao tác được. Một số ứng dụng không restore được như samsung note. Nhờ kỹ thuật hướng dẫn giúp"
1814,-1.0,Mây dùng khá ổn định trong thời gian đầu nhưng càng ngày thì đa nhiệm mây càng kém và thi thoảng còn giật lag nữa:(((
1815,1.0,TÔI ĐÃ MUA VÀ SỰ DỤNG DT OPPP RENO 3 . TÔI THẤY SỰ DỤNG  TỐT VÀ DỄ DÀNG  SỬ DỤNG 
1816,1.0,hàng chất lượng rất tốt mịn k hề bị rắt tóc khi gỡ ra màu sắp ok lắm giá thành hợp lý ốp đẹp lắm lun
1817,1.0,"Pin trâu lướt thì thay cũng mượt tặng theo may k phải cục sạc nhanh chỉ 5v_2.0A sac 2,5giờ mới đầy cam thì chụp k đẹp "
1818,0.0,"Nói chung máy đẹp với màn amoled, ổn trong tầm giá,hơi tiếc là thời lượng PIN k cao như quảng cáo "
1819,1.0,Mình dùng // còn này với iPhone 6 thấy con này ngon hơn nhiều . Pin cả ngày không phải nạp.. lướt web .. chụp ảnh tự sướng cực ngon . Điểm không thích là Android gốc nên ít tính năng. .
1820,1.0,"Mùi dễ chịu, chất kem mịn.....\nMùi dễ chịu, chất kem mịn.....\nMùi dễ chịu, chất kem mịn.....\nMùi dễ chịu, chất kem mịn....."
1821,1.0,"Sản phẩm đúng mô tả, đóng gói cẩn thận, bọc kỹ càng. Hạn sử dụng xa. Mua shopee mall nên khá yên tâm. Săn deal nên mua đc giá tốt. Ưng ý, sẽ tiếp tục ủng hộ khi có nhu cầu!"
1822,-1.0,"Săn sale siêu rẻ, đợt này ko có thư cảm ơn nhưng đc tặng coupon. Này mình review màu 939 màu 940 các bạn có thể xem lại review trc. Màu 939 ko hề giống ảnh đâu, màu hồng ánh tím già nha ai trắng mới đánh đc. Chất son có phần lỏng hơn các thỏi khác, vẫn bóng lúc mới bôi & lì sau khi khô, mùi thơm nhe"
1823,1.0,"Thơm nhẹ, thấm nhanh"
1824,1.0,"Chất dưỡng đặc lắm nha, shop gói hàng thì siêu có tâm luôn rồi, đáng mua lắm nhé, sẽ quay lại ủng hộ shop tiếp ạ "
1825,-1.0,Lần thứ e nờ mua ở shop rồi\nNma lần này k ưng lắm vì ốp k cứng cáp bằng lần trc mk mua :((((
1826,0.0,"Nhân viên tận tình,nhiệt tình tư vấn hỗ trợ,sản phẩm mượt,vừa mua khi nãy,nhưng tiếc là chạm được có 2 điểm trên màn hình,còn lại OK hết"
1827,-1.0,Dẻo. K biết dùng lâu có bị ngả vàng không. Cmt lấy xu cái đazzzzzzz
1828,1.0,Đóng gói kỹ\nGiao hàng tương đói nhanh\nỐp lưng mền\nSẽ ủng hộ thêm 
1829,1.0,"Dùng khá oke, thấm vô da nhanh, lên da tầm 1p không có hiện tượng bết dính 👏🏼👏🏼👏🏼"
1830,1.0,Đóng họ đều như vắt chanh lunnn 😍 vừa rẻ vừa chất lượng ntn thì cứ mua mua nữa mua mãi luôn ákkk
1831,-1.0,"Mới mua được 2 tháng, bị hư  loa thoại đang gởi  bảo hành.  Chờ  hơn tuần nữa  mới  lấy máy,  rõ  chán..."
1832,1.0,Đã mua tại tgdd được gần 1 tháng. Nói chung máy ổn trong tầm giá. Chơi liên quân hay pubg vẫn mượt như thường
1833,0.0,Máy mạnh. Nhưng pin sạc quá lâu trong khi sử dụng khoản 5 6 tiếng là hết pin. Ai như mình không? 
1834,1.0,"Chất lượng sản phẩm tuyệt vời, mùi hương rất thơm đến con mèo nhà em nó còn mê nữa đó ạ."
1835,1.0,"Sản phẩm rất tốt. Pin sử dụng được lâu. Cằm nắm rất chắc tay, phù hợp cho Nam giới, chơi game khỏi phải chê."
1836,-1.0,Mình ko nhận được bông tắm tămgj kèm như hình
1837,1.0,"son màu đẹp, lì nhưng mướt🙀🙀🙀🙀🙀🙀🙀🙀🙀🙀🙀🙀🙀🙀🙀🙀🙀🙀🙀🙀🙀🙀🙀🙀🙀🙀🙀🙀🙀🙀"
1838,1.0,ốp hơi mỏng nhưg so với giá tiền thì cũng ok 🎶🎶🎶🎶🎶🎶🎶🎶🎶🎶🎶🎶👀👀👀👀
1839,1.0,Giá thành rẻ nhưng giá ship lại hơi đắt mong shop giảm giá nhiều hơn
1840,1.0,Rất ưng. Rất rẻ. Rất vừa ý 
1841,1.0,Đã nhận được hàng\nMua nhiều lần mà lần nào cũng thấy oke hết trơn á
1842,0.0,"Dùng chưa kịp fback đã chuẩn bị bẩn rùi... nhưng đây cx không phải lỗi shop, shop đóng gói cẩn thận, ship nhanh"
1843,0.0,Đã mua và sử dụng được hơn 1 tháng mọi thứ đều rất ổn từ thời lượng pin cho tới camera. Mọi chuyện cũng không có gì cho tới khi 1 tuần trước thì mình gặp tình trạng như sau. - Mở khoá máy bằng vân tay màn hình sẽ hiển thị 1 màu tối đen mặc dù đã nghe tiếng báo hiệu máy đã mở bắt buộc phải bấm nút nguồn để sáng màn hình trước sau đó mới mở được bằng vân tay bình thường. Vậy tính năng vân tay có tác dụng gì đây.? - Bắt wifi khá là yếu dù mình có ngồi cạnh modem wifi mạng nhà mình cũng ít người dùng ( 3 điện thoại và 1 pc tốc độ internet cũng tương đối cao 100+ mbps nhưng khi tải app trên CHplay thì máy báo đang chờ tải xuống mặc dù không có ứng dụng nào đang update hay có ứng dụng trong hàng chờ. Xem video trên youtube bằng wifi nói trên thì thỉnh thoảng vẫn đứng hình tự động chuyển về 240p vì mạng load không nổi ( pc mình sử dụng cùng mạng down game steam 10-12mb/s chứng tỏ không phải do mạng nhà mình kém - Thứ 3 là các ứng dụng của google điển hình như là chrome mình đã update phiên bản mới nhất nhưng thường xuyên không sử dụng được ( bật là nó không load 10s sau thì báo chrome đã dừng lại không chạy được khá là ức chế. - Lời kết: mong trong các bản cập nhật sau những vấn đề trên sẽ được giải quyết.PS/ mong nhân viên kỹ thuật bên tgdd hãy làm việc có trách nhiệm. Mình bê máy ra cửa hàng để kiểm tra nhưng không hiểu sao lúc ấy máy lại hoạt động bình thường mình có bật video quay màn hình nhưng các anh lại không để vào mắt và còn lờ mình đi. Thật sự thất vọng😊
1844,0.0,"Màn hình yếu, dễ nứt dù va chạm nhẹ. Pin xài ổn, chụp hình tạm. Cấu hình mượt, vân tay không nhạy"
1845,1.0,"Sp tốt,mua làn 2,canh sale giá rẻ,sẽ tiếp tục mua hàng chính hãng"
1846,-1.0,"- Màn hình rất dài nên thao tác khó- Chất lượng hiển thị kém- Vân tay quá tệ, mở khóa rất mất thời gian và khó khăn- Pin 4500mAh nhưng mau hết=> Mua được 2 hôm đã phải trả máy và mất 20% giá máy"
1847,1.0,Mình mua tặng em người yêu thằng bạn mà nó thích lắm. Bây giờ người yêu bạn cũng thành người yêu mình luôn rồi haha
1848,1.0,"Hàng đóng gói cẩb thật , shipper nhiệt tình"
1849,1.0,"Ốp mỏng, phù hợp giá tiền, dùng tạm đc thôi, nên mua các ốp khác dày dặn mà giá rẻ trong flash sale"
1850,1.0,"Sản phẩm đẹp, chất lượng tốt, nhân viên tư vấn nhiệt tình.                       Uk"
1851,-1.0,"Shop đóng gói cẩn thận, giao hàng rất nhanh, ốp trong hơi mỏng"
1852,1.0,"K hiểu các b chê điểm gì nào là pin k dùng cũg hết no kia,mìh dùng thấy 1h k dùg sút 1% pin thế là yếu à "
1853,1.0,Ốp cực kì xinh yêu nhaaa cảm ơn shop mặc dù đơn 0đ nma ship rất nhanh ạ
1854,1.0,Sản phẩm nói có hỗ trợ 5G mà vào chế độ mạng chỉ có hỗ trợ 3G 4G thôi I máy bị sử dụng ok xài rất mượt có di động phục vụ thì rất tốt
1855,1.0,từ h về sau sẽ chỉ mua đồ của shop...Thật sự hài lòng ạ..giao hàng rát nhanhh luônn
1856,-1.0,Giá sale khá rẻ tuy nhiên màu hơi khác so với mình nghĩ. Trên ảnh ko đúng màu lắm mà nó kiểu đỏ hồng nhung ấy 🤔 vs cả không biết là tại mình hay tại son nhg mình đánh mỏng 1 2 lớp thì nó kiểu hơi loang (mình đánh peripera cũng bị loang lổ nthe) nên các b tham khảo nhé
1857,1.0,Cam thường màu mình mua ảnh chất lượng thấp một tí nhưng son thì ngược lại nha. Nhiều người chê chất son nhưng với mình như vậy là ok so với giá
1858,0.0,oki
1859,-1.0,"nắp son dễ xước, mình bóc ra lấy son hơi mạnh tay đã xước mất ở nắp mấy đường rồi. màu nâu quá so với hình, định bụng mua 941 cơ nhưng mà không có sale :/ lấy son ra ướt lắm cơ mà chất lên môi lại khô lộ vân môi luôn. hơi thất vọng, may là săn sale rẻ chứ mà đắt thì tiếc đứt ruột mất"
1860,1.0,Giao hàng nhanh chất lượng tốt đóng gói kĩ nhưng rẻ nên ốp hơi mềm
1861,1.0,Tốt trong tầm giá và trải nghiệm . Làm quà tặng cho các cụ là rất hợp tầm này mà đòi đa nhiệm đỉnh thì bỏ 30 củ ra nhà mấy bác
1862,1.0,Giao hàng nhanh
1863,1.0,Chất lượng sản phẩm tuyệt vời\n\nChất lượng sản phẩm tuyệt vờibggh
1864,1.0,"Chất lượng sản phẩm tuyệt vời, đóng gói sản phẩm rất đẹp và chắc chắn shop phục vụ rất tốt rất đáng tiền thời gian giao hàng rất nhanh"
1865,1.0,Quá  tốt  trong tầm  giá  chơi  liên  quân max setting quá  đã Tiết cái  máy  lại  trang bị  kính  thường chứ  ko phải là  kính  cường lực slass 3 hay 5
1866,1.0,mua ốp của shop làn thứ n luôn rồi\nnma vẫn mê\nshop giao đủ đẹp:333
1867,-1.0,"Máy sóng yếu cực kì luôn lúc nào cũng 1-2 vạch sóng và k lên nổi 4G. Lúc trước dùng vsmart live thấy rất ok nên mua con này ai ngờ sai lầm quá, k biết có đổi trả đc k máy bị loa rè nữa."
1868,1.0,Ốp xinh lắm nè\nCứng cáp\nĐẹp\nMua nhiều lần rùiiiiiiiiiiiiiiiiiiiiiii
1869,0.0,Về cấu hình thì quá tốt với tầm giá này..nhưng điểm trừ ở đây là kiểu dáng kém mạnh mẽ...nếu apple làm gốc cạnh như iphone 5 se thì quá đẹp rồi..hơi tiếc..
1870,0.0,"spham ổn, bthuong, camare cũng không thích lắm"
1871,1.0,Dùng từ ngày nó mới ra đời . Hơn táo 6. Quá là ok. Tầm giá này thì còn gì phải chê nữa
1872,1.0,Thời gian giao hàng rất nhanh rất đáng tiền shop phục vụ rất tốt 
1873,1.0,"Giao hàng nhanh, shop cẩn thận có cả thư cảm ơn nữa, ốp đẹp lại rẻ"
1874,0.0,"nhìn chung tạm ổn, không đòi hỏi quá cao"
1875,0.0,"mới mua. pin dung lượng cao, bị delay khi bắt wifi (mất một lúc ko nhận mạng wifi r ms vào đk , chưa biết cách xem phim full màn cần hỗ trợ."
1876,0.0,Chỉ sử dụng giải trí đơn giản thì oke.. nhưng bắt wifi rất kém. Nhân viên nhiệt tình.
1877,1.0,"Đóng gói cẩn thận, shop giao hàng nhanh, sản phẩm đúng chất lượng. Sẽ ủng hộ shop tiếp tục khi sử dụng hết"
1878,-1.0,"Mình mua máy oppo reno 2f này đc 4 ngày. Trước khi mua theo dõi rất kỹ các bài đánh giá trên you tube cũng như nhận xét của người dùng trước. Mà giờ thấy hơi buồn, chứ thật sự muốn đi đổi máy hãng khác ngay. Cảm nhận khi dùng máy, máy nặng cầm 1 lúc lâu sẽ rất mỏi tay. Màn hình lướt ko mượt như dòng khác. Có những tính năng cơ bản lại ko có, như khi muốn lưu số đt mới vào sim thì lại ko có sự lựa chọn muốn lưu vào đâu mà mặc định luôn là lưu ở máy, muốn lưu vào sim thì phải qua nhiều thao tác khác rất mất thời gian. Lịch âm trên ứng dụng lịch của máy ko có. Ram 8 mà tốc độ xử lý cũng ko nhanh như những máy khác. Bạn nào muốn mua máy này nên thật sự cân nhắc "
1879,1.0,"Tui mua 1 thỏi 909 thôi mà gói kĩ lắm, đợi giao hàng hơi lâu nhưng cái khoảnh khắc rút cây son ra khỏi thân khá là chim ưng =)))) Cây son cầm cũng xịn sò ra phết đấy. Dưỡng môi rồi thì đánh êm và mướt thôi. Sẽ mua lại. 909 lên da khá tôn da, tôn răng lắm, sẽ mua lại ẻm này và 1 số cây như V17, V18."
1880,1.0,"Thiết kế đẹp, thích nhất viên pin sạc vào nhanh, chụp ảnh rất ok mà lướt mướt thật, nói chung rất hài lòng về sản phẩm "
1881,1.0,"Trước mắt thấy ok, hàng mẫu chấp nhận, nhưng ko biết chất lượng như thế nào"
1882,1.0,Son màu xinh nhưng k bám lòng môi tí nào ý \nbuồn ghê á huhuhuhubuhuh
1883,-1.0,Dung lượng pin quá ít. Sài k đến 2 buổi là hết pin. Thêm 500k nữa mua a92 tuyệt vời hơn rất nhiều. 
1884,-1.0,Mình mua sao ko dc tặng sim nhỉ. Loa ngoài kém. Camera màu tối. Ko dc như qc. Sạc nóng máy nóng. Mạng yếu
1885,1.0,"Hàng như hình, xinh, chắc, chất lượng lắm ạ, shop đóng gói kĩ, phục vụ nhiệt tình, có cơ hội sẽ tiếp tục ủng hộ ạ 🥰"
1886,1.0,Sản phầm chất lượng tuyệt vời. Lần sau sẽ ủng hộ shop tiếp ................\n\n
1887,1.0,"Điện thoại mua 1 tuần dài tốt, không có gì bàn cãi, nhân viên nhiệt tình......."
1888,1.0,Sản phẩm dùng ok . có một lỗi đang gọi điện thoại thỉnh thoảng mất sóng ko nghe thấy gì. Ad chỉ giùm cách khác phục máy vẫn còn bảo hành 0982862638
1889,1.0,"Son lên đúng màu. Khi se lại thì bám màu, hơi bột và khô môi...."
1890,0.0,"đặt 2 cái mà có 1 cái bị lỗi, tiếc ghê nhưng không sao vẫn cho shop 5 sao vì mua của shop cũng nhiều rồi, toàn hàng tốt hết"
1891,1.0,Chủ yếu mua về để chiến game . dùng dc khoảng hơn 2h liên tục . đã test game free fire. Võ lâm Truyền Kỳ mobile máy khá là ok . nói chung là hài lòng 
1892,1.0,Chất lượng sản phẩm tuyệt vời mọi người ủng hộ shop nha cả nhà iu iu 
1893,1.0,Đẹp\nGaio hàng nhanh\nGiá ổn\nĐủ hàng\nNên mua hihihihihihihihihi
1894,1.0,"Shop nước ngoài nhưng mà giao hàng siêu nhanh, săn sale nên rất ưng ý"
1895,1.0,"Hàng giao chuẩn, nhanh."
1896,1.0,"Ốp của shop thì khỏi phải bàn về chất lượng rồi, quá là xịn luôn. Mặc dù mình đặt nhiều nhưng không hề giao thiếu món nào và sai mẫu nào luôn. Shop rất nhiệt tình và dễ thương sẽ ủng hộ dài dài."
1897,1.0,"Mình mua về thấy nó rất đẹp vỏ cacbonnat Chống chày xước bá mồ hôi Vân tayƯu điễm:máy thiết kế đẹp vỏ tốt,pin trâu màn hình to dễ xem dễ thấy chữNhược điểm:tuy camera phân giải cao nhưng cho thấy không được sáng lắm,chỉ có chụp ngoài trời buổi sáng là đẹp,đồ họa máy chưa được cải hiện lắm,nhưng ít ra năm 2020 rồi xiaomi không hỗ trợ sạc nhanh =>suy ra:mua về chỉ nghe gọi,lướt wed xem phim thôi tiền nào của nấy,không đồi hỏi gì thêm,tầm giá tiền cho sinh viên học sinh thôiLời cho các bạn khi mua điện thoại dưới 3 triệu,mua về chỉ Sài như nghe gọi,xem phim,lướt wed thôi hoặc học từ vựng.Nếu các bạn mua về mà chơi game nặng như liên quân,pus là máy las "
1898,1.0,Ảnh không liên quan nhưng mà  Rất xịn và quá rẻ 🌟🌟🌟🌟🌟🌟🌟🌟🌟🌟🌟🌟🌟🌟🌟🌟🌟🌟🌟🌟🌟🌟🌟🌟🌟🌟🌟🌟🌟🌟🌟🌟🌟🥲🥳💪☺️💪☺️😊😉💋☺️🥲☺️😆💪😁🥲🥺😬😇😬☺️😞🙄😞☺️☺️💋😇😉☺️😇💋💋💋😉🤩🤩💋😇😬📖☺️😉😬📖☺️😞😉💋📖☺️😃💋📖☺️💋💋☺️☺️☺️💋🤩🤩💋🤩💋🥲💋🥲☺️☺️🥲😞📖😬☺️😇😊😞💋💋☺️💪
1899,-1.0,"Mình mua phẩm này 8 tháng rồi,mà gủi sữa bảo hành tại tháng hết 3 lần rồi,mình sài điện thoại rất kĩ,điện thoại hư do lỗi bên trong máy không à"
1900,-1.0,"sử dụng sau 2 tháng qua thất vọng cho sam sung hiệu năng kém mạng di động và wifi không ổ định,pin tụt khá nhanh,nóng máy.."
1901,0.0,bình thường
1902,1.0,"Son thích lắm nha, mịn với lì. Lần trước mình đã mua 4c đợt này mua thêm 2c nữa. Chắc chắn sẽ mua tiếp nuẫ"
1903,1.0,"Mùa dịch vậy mà giao hàng rất nhanh,sp giống với sp mình vẫn hay sử dụng, chỉ có điều là lần sau shop đóng gói cẩn thận hơn nhé!!!!"
1904,-1.0,Đt rung báo cuộc gọi để trong túi quần k biết gì cả toàn bị nhỡ cuộc gọi máy chơi game cũng hay bị đứng phải thoát màn hình do lai
1905,0.0,"ốp mỏng hơn tưởng tượng, nhưng cũng tạm được"
1906,1.0,"Mua lúc sale được tặng bông tắm rất thích. Sữa dưỡng thể thơm, thấm nhanh, dính nước thì hơi nhớt xíu."
1907,1.0,"Ốp xinh, giống ảnh, điẹp lắm nha mọi ngừi, nên mua nha hihihii"
1908,1.0,Tin tưởng mua lần 8 ốp trong nhận về hàng mỏng hơn tưởng tượng 
1909,1.0,Hàng oke hợp với giá tiền nhưng shop giao lâu hơn 1 ngày dự định 
1910,0.0,"Shop có hỗ trợ đổi trả không admin, mong admin phản hồi em sớm dạ!!!"
1911,1.0,Sản phẩm vô cùng tuyệt vời riêng về hệ điều hành ios thì ko cần phải bàn cãi về chất lượng sản phẩm 
1912,1.0,"Sản phẩm đầy đủ, xinh xắn, dịch vụ tốt, tư vấn và giải quyết nhanh chóng, sẽ ủng hộ tiếp ạ"
1913,1.0,Giao hàng nhanh
1914,1.0,Sử dụng rất là OK nhân viên phục vụ rất là nhiệt tình camera của chụp rất là đẹp và rõ nét nữa 
1915,0.0,Shop có nhận in hình làm ốp lưng điện không ạ ? mình tính nhờ hihi
1916,1.0,Xinh
1917,1.0,"Giao đủ hàng mà mình đặt bữa sale nghe nói có quà tặng mà giao ko thấy qùa..nhưng ko sao mk mua 3 món vaseline, dưỡng thể và sửa tắm có 309k lun ship nên ko đòi hỏi gì thêm:3 . mà dưỡng thể thơm nồng lun"
1918,1.0,Shop giao đủ hàng\nỐp đẹp giá rẻ giao hàng nhanh \nSẽ tiếp tục ủng hộ 
1919,-1.0,hmmm giao hàng nhanh nhưng shop lại k gói hàng cẩn thận khiến vaseline bị đổ...mong shop lần sau chú ý hơn
1920,1.0,Hình ảnh mang tính chất lấy xu sản phẩm rất oke nha đáng mua lắm nhé
1921,1.0,Chất lượng sản phẩm tuyệt vời\nĐóng gói sp rất đẹp và chắc ăn\nGiao hàng nhanh
1922,1.0,"Hàng đóng gói đẹp, cẩn thận. Hạn sử dụng còn dài. Nên mua nhé!!!"
1923,1.0,Mấy rất tốt. Chơi game mượt. Pin trâu. Nhân viên tư vấn tận tình. Đặc biệt là mấy nhân viên của tgdt ở Chí Hùng. Thái Hòa thân thiện 
1924,0.0,Các cao nhân cho em hỏi sao mà cái con máy của e nó sạc pin lâu vô thế. Cấm sạc vô đt báo là 1h5p nữa sẽ đầy mà thực tế là hơn vậy rất nhiều. K biết có lỗi gì không
1925,0.0,Tôi không biết cách lưu danh bạ. Tôi cần hướng dẫn( ꈨຶ ˙̫̮ ꈨຶ )Mong được giúp đỡ ಥ‿ಥ
1926,-1.0,"Giống hàng mã, Nokia giờ chỉ còn là cái tên, sử dụng chưa được năm đã vô bảo hành"
1927,1.0,Lần này giao đủ và đúng hàng\nGiao hàng cũng nhanh nữa\nKo ở nhà nên ko có hình chụp và video
1928,0.0,"Hài lòng với thời gian giao hàng và máy, cảm thấy không thoải mái khi không đc giao máy tại nhà như thỏa thuận (nv gọi ra cửa hàng nhận máy, và máy đã mang ra khỏi hộp và đã khởi động) nhân viên giao hàng thì bắt chờ đợi để gọi điện hỏi đã thanh toán chưa (trong khi đã hoàn thành thanh toán đơn hàng từ khi đặt mua, chỉ thanh toán 50k tiền vận chuyển)"
1929,1.0,SP mùi hợp với ng trung tuổi hơn dùng cũng đc không được thơm như hồi xưa hơi thất vọng tí :)) auth hay k thì k biết 
1930,1.0,"Chất lượng ốp không hề rẻ như giá đâu ạ, ốp rất chắc và đẹp, shop đóng hàng cẩn thận."
1931,0.0,"Máy Samsung A31 gọn, nhẹ, chơi game ổn. Dung lượng pin cao mà cục sạc có 15w, chỉ sạc nhanh hơn cục sạc thường thôi chứ cũng tầm 3 tiếng mới đầy pin, điều này dễ gây ức chế cho những bạn đã quen sạc nhanh 18w hoặc 25w."
1932,1.0,Cách gói hàng mình rất thích với giá tiền này thì sản phẩm khá chất lượng. Mẫu mã cũng xinh nữa.\nCó điều son k phải là son kem màu mình mua thì hồng hơn trong ảnh
1933,-1.0,"Giật lag nhiều, treo máy thường xuyên, máy tốn pin và nhanh nóng, lướt fb nhắn mess mà cũng tự khởi động lại 3 4 lần, quá tệ"
1934,1.0,"Ship hàng nhanh chóng, chất lượng ổn so vs giá, sẽ ủng hộ lần sau"
1935,1.0,Thật ra chai 400ml đầy hơn 350ml mình soi thử thì thấy chai 400ml full luôn còn 350ml thì bị rút bớt do thể tích chỉ 350ml mà kích thước 2 chai giống nhau nên vaseline và shop không hề rút bớt nha mn
1936,1.0,Hàng rất ok và xịn nha mn. Cây son cầm rất chắc tay. Mẫu mã quá đẹp. Nói chung là rất ưng ý. Vs giá sale thì mình mua đc cây son này thì quá hời. Mỗi tội ship hơi lâu chút . Hết khoảng mười mấy ngày
1937,1.0,"Ship siêu siêu nhanh, cho 5 sao vì thái độ phục vụ tốt ❤️❤️❤️❤️"
1938,1.0,Giao hàng nhanh nịnh mới đặt chiều hôm qua mà hôm nay đã nhận được rồi đóng gói thì cực kì cẩn thận luôn á còn sản phẩm chưa sử dụng nên chưa biết nhưng vẫn sẽ quay lại ủng hộ shop❤
1939,1.0,Ốp cực kì cực kì xinhhh luôn\nGiao hàng cũng nhanh nữa\nMua lúc sale nên còn rất rẻ \nMua ở Shin case mà lần nào cũng hài lòng\nChắc chắn sẽ vẫn ủng hộ shop
1940,1.0,"Giao hàng siêu nhanh. Hôm trước vừa đặt, hôm sau nhận được. Chất lượng chưa biết."
1941,0.0,"Mới mua 2 ngày cảm thấy khá hài lòng nhưng pin tuột nhanh hơn so với dự kiến ( dù đã tắt hết thông báo ứng dụng,ứng dụng chạy ngầm và mạng khi không sử dụng  còn lại thì mọi thứ đều ổn"
1942,-1.0,"Sài 1 tháng là thấy máy xuống cấp trầm trọng, lỗi cảm ứng k bấm dc chữ và nhảy chữ lung tung, lỗi phần mềm máy tự động tắt nguồn khi đang sử dụng và mãi không khởi động được. Pin thì kém khỏi phải bàn, bực nhất là may đơ liên tục. Chưa bao giờ thấy máy nào tệ như vậy. Sài mà ức chế"
1943,1.0,"The reactions shown in this slide are catalyzed by thiolase (1), HMG-CoA synthase (2), HMG-CoA reductase (3), mevalonate kinase, phosphomevalonate kinase (4), and diphosphomevalonate decarboxylase, and diphosphomevalonate decarboxylase again (5).68 In the subsequent steps of the pathway, six molecul"
1944,0.0,"Sản phẩm ok trong tầm giá, ban đầu định mua vsmart joi3+ đang hot mà ra thực tế cái camera cùi quá, sóng với wifi thì yếu nên đã quyết định lấy em oppo A5s này, camera của oppo thì ngon rồi, pin cũng tạm ổn nói chung là hài lòng."
1945,1.0,Giao hàng nhanh. Sản phẩm dùng ok................\n.........
1946,-1.0,Bị chảy dầu 
1947,1.0,"Giao hàng nhanh, đúng yêu cầu, sản phẩm hợp với giá tiền, giá rẻ nên xài ok"
1948,0.0,Ngôn
1949,1.0,"Mình xài chưa đến 1 tuần thì thấy máy vân tay rất nhanh, máy mạnh, nóng lên nhưng nguội lẹ, pin sạc siêu nhanh tiện lợi, màn hình hơi tối nhưng vẫn ok lắm."
1950,-1.0,Máy vừa mua xong giật không mượt màng hình kém . Nhân viên nói màng hình đẹp sắt nét chơi game tốt nói cái gì cũng ngon toàn lừa 
1951,1.0,Sản phẩm tốt  . Tuy nhiên độ sáng chứa được sáng cho lắm đi ra nắng bật fulll độ sáng tối om 
1952,1.0,"Shop giao đúng sản phẩm, đóng gói kỷ\nĐã & đang ủng hộ shop lâu dài hihi"
1953,1.0,Xin lũi về ảnh không liên quan!!! Nhưng mà màu son lên đẹp!! Thấy quảng cáo son này quá trời luôn!! Thích gì đâu á !!!!
1954,1.0,Đóng gói sp kĩ và chắc chắn.mình mua mới dùng nênchưa đáng giá kĩ đc :))
1955,-1.0,"Từ lúc cập nhật android 10 máy sạc pin chậm hơn, tuột pin nhanh và thường bị lag nữa ,loa thì lâu lâu bị nhỏ xíu, có lúc màn hình thì k tự tắt được ..thất vọng thiệt sự "
1956,-1.0,Máy mới mua. Mà lỗi rồi. Vào ytb mà nó chạy lâu cực kì....thấy mà phiền quá. Nếu đi đổi máy khác là tốn 20% trăm giá tiền. Rất tiếc.
1957,1.0,"Sản phẩm đóng gói chắc chắn, chính hãng, mùi thơm nhẹ, bôi lên da không dính bết, rất thích"
1958,1.0,"Khá tốt mn nên mua, để chơi game thì cấu hình thấp là cân được hết, còn về tác vụ bt thì quá ok luôn"
1959,1.0,"Son đẹp, mịn nhưng mùi hắc như hóa học ấy!!!!!!!!!! Vì săn sale đc giá rẻ nên vẫn đánh giá 5 sao (p/s: video mang tính chất minh họa) "
1960,1.0,Hàng đã nhận đóng gói cận thận đẹp đúng hàng chưa sử dụng nên chưa thể thấy thấy đươhc nó dùng ra sao ..nói chung giao hàng nhanh 
1961,-1.0,Thiếu hàng quà tặng bông tẩy trang mong shop phản hồi lại với mình
1962,1.0,"Hình ảnh mang tính chất nhận xu. Shop đóng gói chắc chắn, date xa sẽ ủng hộ tiếp ạk"
1963,1.0,"Sản phẩm giao nhanh. Đóng gói cẩn thận, gọn gàng, chống sốc và tránh tràn rất tốt."
1964,1.0,"shop giao đủ, đúng mẫu, chất lượng phù hợp với giá tiền\nrất ưng ý, cảm ơn shop nhiều"
1965,0.0,Mới khui hôm qua xong\nKem màu trắng tươi \nCó chút mùo hương liệu \ncòn hiệu quả k thì chưa biết 
1966,1.0,Máy sử dụng rất mượt.
1967,1.0,Ốp rất chất lượng nha mọi người 🥰🥰\nLần đầu mua ở shop nhưng rất hài lòng 😍😍
1968,-1.0,"Loa cực tệ, nghe thì to mà hơi rè với lại ko hay, máy cũng nhanh nóng dù ko chơi game gì. "
1969,1.0,"ốp xinh, giá mềm, ship nhanh, đóng gói cẩn thận. chất nhựa cứng nên ko dễ bám bẩn"
1970,1.0,"1 chai khá to mua vào đợt flash sale nên quá là rẻ. Chất mịn au, rất là mướt"
1971,-1.0,Máy gì mà sạc đến 95 phần trăm là ko vô pin nữa . Chơi thì nói pin trâu nhưng chơi game cũng ko đc là bao . Mà trong khi đó đã cho màn hình của máy sáng ít lắm rồi đó
1972,1.0,Chất lượng sản phẩm tuyệt vời. Đóng gói sản phẩm rất đẹp và chắc chắn
1973,1.0,"Hàng y hình\nGiá rẻ so với chất lượng\nĐóng gói gọn gàng, chắc chắn\nGiao hàng hơi lâu"
